ACELGA,Taza,1/4,50,1,100,2,200,ACELGA,1/4 Taza,1 Taza,2 Taza,50,100,200
"LENTEJA, HARINA CRUDA,Taza,1/2,110,1,220,1 1/2,330,""LENTEJA, HARINA CRUDA"",1/2 Taza,1 Taza,1 1/2 Taza,110,220,330"
"LENTEJA, HARINA PRECOCIDA,Taza,1/2,110,1,220,1 1/2,330,""LENTEJA, HARINA PRECOCIDA"",1/2 Taza,1 Taza,1 1/2 Taza,110,220,330"
SOYA PVT,Taza,1/2,90,1,185,1 1/2,270,SOYA PVT,1/2 Taza,1 Taza,1 1/2 Taza,90,185,270
CARNE VEGETAL,Taza,1/2,90,1,185,1 1/2,270,CARNE VEGETAL,1/2 Taza,1 Taza,1 1/2 Taza,90,185,270
HUEVO clara,Unidad,1,28,1,34,1,40,HUEVO clara,1 Unidad,1 Unidad,1 Unidad,28,34,40
CHORITOS,Unidad,1,4,3,12,5,20,CHORITOS,1 Unidad,3 Unidad,5 Unidad,4,12,20
CAMARON CONGELADO,Unidad,1,7,2,15,3,21,CAMARON CONGELADO,1 Unidad,2 Unidad,3 Unidad,7,15,21
VACUNO CRIADILLAS,Unidad,1,15,2,30,3,45,VACUNO CRIADILLAS,1 Unidad,2 Unidad,3 Unidad,15,30,45
CHOLGA,Unidad,1,7,3,20,4,29,CHOLGA,1 Unidad,3 Unidad,4 Unidad,7,20,29
NAVAJUELA,Unidad,1,7,2,14,3,24,NAVAJUELA,1 Unidad,2 Unidad,3 Unidad,7,14,24
ALMEJAS,Unidad,1,8,2,11,3,24,ALMEJAS,1 Unidad,2 Unidad,3 Unidad,8,11,24
PIURE,Porcion,1,9,1,15,1,25,PIURE,1 Porcion,1 Porcion,1 Porcion,9,15,25
LOCO,Porcion,1,35,1,60,1,70,LOCO,1 Porcion,1 Porcion,1 Porcion,35,60,70
CARACOL DE TIERRA,Porcion,1,30,1,40,1,50,CARACOL DE TIERRA,1 Porcion,1 Porcion,1 Porcion,30,40,50
"GONADAS, ERIZO,Porcion,1,100,1,200,1,400,""GONADAS, ERIZO"",1 Porcion,1 Porcion,1 Porcion,100,200,400"
JAMON PAVO,Unidad,1,20,1,35,1,45,JAMON PAVO,1 Unidad,1 Unidad,1 Unidad,20,35,45
CARACOL DE MAR,Unidad,1,15,2,35,3,60,CARACOL DE MAR,1 Unidad,2 Unidad,3 Unidad,15,35,60
CHORITOS CRUDOS,Unidad,3,20,6,45,10,70,CHORITOS CRUDOS,3 Unidad,6 Unidad,10 Unidad,20,45,70
CHORITO EN ACEITE,Unidad,3,25,10,65,12,77,CHORITO EN ACEITE,3 Unidad,10 Unidad,12 Unidad,25,65,77
JAIVA PROMEDIO,Taza,1,45,1,60,1,90,JAIVA PROMEDIO,1 Taza,1 Taza,1 Taza,45,60,90
OSTRA,Unidad,1,10,3,30,6,60,OSTRA,1 Unidad,3 Unidad,6 Unidad,10,30,60
MACHA EN CONSERVA,Unidad,1,6,2,12,3,18,MACHA EN CONSERVA,1 Unidad,2 Unidad,3 Unidad,6,12,18
"ALMEJAS, CONSERVA EN AGUA,Unidad,1,10,7,70,10,100,""ALMEJAS, CONSERVA EN AGUA"",1 Unidad,7 Unidad,10 Unidad,10,70,100"
GUACHALOMO,Trozo,1,50,1,150,1,170,GUACHALOMO,1 Trozo,1 Trozo,1 Trozo,50,150,170
LOMO VETADO,Trozo,1,50,1,150,1,180,LOMO VETADO,1 Trozo,1 Trozo,1 Trozo,50,150,180
CARNE VACUNO,Trozo,1,50,1,150,1,180,CARNE VACUNO,1 Trozo,1 Trozo,1 Trozo,50,150,180
ASIENTO PICANA,Trozo,1,50,1,150,1,180,ASIENTO PICANA,1 Trozo,1 Trozo,1 Trozo,50,150,180
FILETE,Trozo,1,50,1,150,1,180,FILETE,1 Trozo,1 Trozo,1 Trozo,50,150,180
POLLO GANSO,Trozo,1,50,1,150,1,180,POLLO GANSO,1 Trozo,1 Trozo,1 Trozo,50,150,180
POSTA NEGRA,Trozo,1,50,1,150,1,180,POSTA NEGRA,1 Trozo,1 Trozo,1 Trozo,50,150,180
POSTA ROSADA,Trozo,1,50,1,150,1,180,POSTA ROSADA,1 Trozo,1 Trozo,1 Trozo,50,150,180
HIGADO VACUNO COCIDO,Trozo,1,50,1,100,1,150,HIGADO VACUNO COCIDO,1 Trozo,1 Trozo,1 Trozo,50,100,150
CHOLGAS EN ACEITE,Unidad,3,30,6,60,9,90,CHOLGAS EN ACEITE,3 Unidad,6 Unidad,9 Unidad,30,60,90
"GALLINA, PECHUGA,Trozo,1,50,1,100,1,150,""GALLINA, PECHUGA"",1 Trozo,1 Trozo,1 Trozo,50,100,150"
PAVO ROSTIZADO,Trozo,1,1,1,70,1,110,PAVO ROSTIZADO,1 Trozo,1 Trozo,1 Trozo,1,70,110
"PAVO, PIERNA,Trozo,1,80,1,125,1,310,""PAVO, PIERNA"",1 Trozo,1 Trozo,1 Trozo,80,125,310"
CARNE DE CABALLO CRUDA,Trozo,1,50,1,150,1,180,CARNE DE CABALLO CRUDA,1 Trozo,1 Trozo,1 Trozo,50,150,180
CONEJO CRUDO,Trozo,1,60,1,100,1,140,CONEJO CRUDO,1 Trozo,1 Trozo,1 Trozo,60,100,140
GUATITA CRUDO,Porcion,1,100,1,125,1,170,GUATITA CRUDO,1 Porcion,1 Porcion,1 Porcion,100,125,170
RIÑON COCIDO,Unidad,2,50,3,75,4,100,RIÑON COCIDO,2 Unidad,3 Unidad,4 Unidad,50,75,100
CORAZON COCIDO,Porcion,1,50,1,75,1,100,CORAZON COCIDO,1 Porcion,1 Porcion,1 Porcion,50,75,100
POLLO CONTRE COCIDO,Unidad,1,25,2,50,3,75,POLLO CONTRE COCIDO,1 Unidad,2 Unidad,3 Unidad,25,50,75
PULPA cordero,Trozo,1,50,1,90,1,130,PULPA cordero,1 Trozo,1 Trozo,1 Trozo,50,90,130
FILETE CORDERO,Trozo,1,50,1,90,1,130,FILETE CORDERO,1 Trozo,1 Trozo,1 Trozo,50,90,130
CARNE VACUNO,Trozo,1,50,1,130,1,150,CARNE VACUNO,1 Trozo,1 Trozo,1 Trozo,50,130,150
CAZUELA,Trozo,1,65,1,115,1,160,CAZUELA,1 Trozo,1 Trozo,1 Trozo,65,115,160
PLATEADA,Trozo,1,50,1,130,1,150,PLATEADA,1 Trozo,1 Trozo,1 Trozo,50,130,150
CAZUELA VACUNO,Trozo,1,50,1,85,1,110,CAZUELA VACUNO,1 Trozo,1 Trozo,1 Trozo,50,85,110
CARNE POLLO COCIDO,Trozo,1,50,1,80,1,130,CARNE POLLO COCIDO,1 Trozo,1 Trozo,1 Trozo,50,80,130
LOMO LISO VACUNO,Trozo,1,50,1,130,1,170,LOMO LISO VACUNO,1 Trozo,1 Trozo,1 Trozo,50,130,170
"GONADAS, ERIZO,Unidad,1,20,2,40,3,60,""GONADAS, ERIZO"",1 Unidad,2 Unidad,3 Unidad,20,40,60"
HIGADO VACUNO COCIDO,Porcion,1,60,1,90,1,130,HIGADO VACUNO COCIDO,1 Porcion,1 Porcion,1 Porcion,60,90,130
LECHE MATERNA,Toma,1,55,1,110,1,235,LECHE MATERNA,1 Toma,1 Toma,1 Toma,55,110,235
LECHE DESCREMADA FLUIDA 2%,Taza,1,100,1,200,1,250,LECHE DESCREMADA FLUIDA 2%,1 Taza,1 Taza,1 Taza,100,200,250
LECHE EN POLVO DESCREMADA,cucharada,1,7,3,20,4,30,LECHE EN POLVO DESCREMADA,1 cucharada,3 cucharada,4 cucharada,7,20,30
LECHE LIQUIDA LARGA VIDA SVELTY,taza,1,100,1,200,1,250,LECHE LIQUIDA LARGA VIDA SVELTY,1 taza,1 taza,1 taza,100,200,250
LECHE SVELTY,cucharada,1,7,3,20,4,30,LECHE SVELTY,1 cucharada,3 cucharada,4 cucharada,7,20,30
LECHE LARGA VIDA LA LECHERA SEMIDESCREMADA,cucharada,1,7,3,20,4,30,LECHE LARGA VIDA LA LECHERA SEMIDESCREMADA,1 cucharada,3 cucharada,4 cucharada,7,20,30
LECHE FLUIDA SABORIZADA PROMEDIO,Taza,1,100,1,200,1,250,LECHE FLUIDA SABORIZADA PROMEDIO,1 Taza,1 Taza,1 Taza,100,200,250
LECHE CABRA,Taza,1,50,1,200,1,250,LECHE CABRA,1 Taza,1 Taza,1 Taza,50,200,250
LECHE CABRA,cucharada,1,7,3,20,4,30,LECHE CABRA,1 cucharada,3 cucharada,4 cucharada,7,20,30
LECHE DE BURRA,Taza,1,50,1,200,1,250,LECHE DE BURRA,1 Taza,1 Taza,1 Taza,50,200,250
LECHE LARGA VIDA LA LECHERA SEMIDESCREMADA,Taza,1,50,1,200,1,250,LECHE LARGA VIDA LA LECHERA SEMIDESCREMADA,1 Taza,1 Taza,1 Taza,50,200,250
YOGURT BATIDO DIET,Unidad( pote),1,125,1,140,1,175,YOGURT BATIDO DIET,1 Unidad( pote),1 Unidad( pote),1 Unidad( pote),125,140,175
YOGURT NATURAL,Unidad( pote),1,125,1,140,1,175,YOGURT NATURAL,1 Unidad( pote),1 Unidad( pote),1 Unidad( pote),125,140,175
TOFU,Trozo,1,52,1,70,1,105,TOFU,1 Trozo,1 Trozo,1 Trozo,52,70,105
YOGURT CORRIENTE,Unidad( pote),1,125,1,140,1,175,YOGURT CORRIENTE,1 Unidad( pote),1 Unidad( pote),1 Unidad( pote),125,140,175
YOGURT BATIDO DIET,Unidad( vaso),1,100,1,150,1,250,YOGURT BATIDO DIET,1 Unidad( vaso),1 Unidad( vaso),1 Unidad( vaso),100,150,250
YOGURT BATIDO SIMPLE,Unidad( vaso),1,100,1,150,1,250,YOGURT BATIDO SIMPLE,1 Unidad( vaso),1 Unidad( vaso),1 Unidad( vaso),100,150,250
YOGURT CON SABOR,Unidad( vaso),1,100,1,150,1,250,YOGURT CON SABOR,1 Unidad( vaso),1 Unidad( vaso),1 Unidad( vaso),100,150,250
YOGURT CORRIENTE,Unidad( pote),1,125,1,140,1,175,YOGURT CORRIENTE,1 Unidad( pote),1 Unidad( pote),1 Unidad( pote),125,140,175
LECHE CRUDA DE VACA,Taza,1,100,1,200,1,250,LECHE CRUDA DE VACA,1 Taza,1 Taza,1 Taza,100,200,250
LECHE FLUIDA ENTERA,Taza,1,100,1,200,1,250,LECHE FLUIDA ENTERA,1 Taza,1 Taza,1 Taza,100,200,250
LECHE PASTEURIZADA DE VACA,cucharada,1,7,3,20,4,30,LECHE PASTEURIZADA DE VACA,1 cucharada,3 cucharada,4 cucharada,7,20,30
LECHE LARGA VIDA LA LECHEREA NATURAL,Taza,1,100,1,200,1,250,LECHE LARGA VIDA LA LECHEREA NATURAL,1 Taza,1 Taza,1 Taza,100,200,250
LECHE EVAPORADA,Taza,1/4,40,1/2,80,3/4,120,LECHE EVAPORADA,1/4 Taza,45323 Taza,45385 Taza,40,80,120
PEJERREY,Unidad,1,20,1,31,1,56,PEJERREY,1 Unidad,1 Unidad,1 Unidad,20,31,56
REINETA FILETE,Unidad,1,80,1,120,1,160,REINETA FILETE,1 Unidad,1 Unidad,1 Unidad,80,120,160
JUREL DESMENUZADO EN CONSERVA,Unidad,1,60,1,90,1,120,JUREL DESMENUZADO EN CONSERVA,1 Unidad,1 Unidad,1 Unidad,60,90,120
PESCADO MEDALLÓN,Unidad,1,79,1,159,1,230,PESCADO MEDALLÃ“N,1 Unidad,1 Unidad,1 Unidad,79,159,230
ATÚN EN AGUA LOMITOS EN CONSERVA,Unidad,1,60,1,90,1,120,ATÃšN EN AGUA LOMITOS EN CONSERVA,1 Unidad,1 Unidad,1 Unidad,60,90,120
CONGRIO COLORADO,Unidad,1,60,1,80,1,120,CONGRIO COLORADO,1 Unidad,1 Unidad,1 Unidad,60,80,120
CONGRIO DORADO,Unidad,1,60,1,70,1,120,CONGRIO DORADO,1 Unidad,1 Unidad,1 Unidad,60,70,120
CONGRIO NEGRO,Unidad,1,60,1,60,1,120,CONGRIO NEGRO,1 Unidad,1 Unidad,1 Unidad,60,60,120
CORVINA,Unidad,1,60,1,50,1,120,CORVINA,1 Unidad,1 Unidad,1 Unidad,60,50,120
LENGUADO,Unidad,1,60,1,40,1,120,LENGUADO,1 Unidad,1 Unidad,1 Unidad,60,40,120
MERLUZA O PESCADA FILETE,Unidad,1,80,1,120,1,160,MERLUZA O PESCADA FILETE,1 Unidad,1 Unidad,1 Unidad,80,120,160
PEJEGALLO,Unidad,1,60,1,80,1,120,PEJEGALLO,1 Unidad,1 Unidad,1 Unidad,60,80,120
RONCADOR O CORVINA DE AGUA DULCE,Unidad,1,60,1,80,1,120,RONCADOR O CORVINA DE AGUA DULCE,1 Unidad,1 Unidad,1 Unidad,60,80,120
SIERRA,Unidad,1,60,1,80,1,120,SIERRA,1 Unidad,1 Unidad,1 Unidad,60,80,120
MERLUZA O PESCADA ENTERA TROZO,Unidad,1,70,1,126,1,163,MERLUZA O PESCADA ENTERA TROZO,1 Unidad,1 Unidad,1 Unidad,70,126,163
JUREL AL NATURAL,Unidad,1,60,1,150,1,240,JUREL AL NATURAL,1 Unidad,1 Unidad,1 Unidad,60,150,240
TRUCHA DE CULTIVO,Unidad,1,80,1,120,1,150,TRUCHA DE CULTIVO,1 Unidad,1 Unidad,1 Unidad,80,120,150
SALMON CRUDO,Unidad,1,60,1,80,1,120,SALMON CRUDO,1 Unidad,1 Unidad,1 Unidad,60,80,120
COJINOVA,Unidad,1,60,1,80,1,120,COJINOVA,1 Unidad,1 Unidad,1 Unidad,60,80,120
SALMÓN FILETE,Unidad,1,80,1,160,1,240,SALMON FILETE,1 Unidad,1 Unidad,1 Unidad,80,160,240
ATUN EN ACEITE,Porcion,1,37.5,1,50,1,75,ATUN EN ACEITE,1 Porcion,1 Porcion,1 Porcion,37.5,50,75
JUREL EN ACEITE,Porcion,1,37.5,1,50,1,75,JUREL EN ACEITE,1 Porcion,1 Porcion,1 Porcion,37.5,50,75
SARDINA EN ACEITE,Porcion,1,37.5,1,50,1,75,SARDINA EN ACEITE,1 Porcion,1 Porcion,1 Porcion,37.5,50,75
MERO,Unidad,1,60,1,80,1,120,MERO,1 Unidad,1 Unidad,1 Unidad,60,80,120
CHOLGAS,Porcion,1,14,1,19,1,29,CHOLGAS,1 Porcion,1 Porcion,1 Porcion,14,19,29
CHORITOS,Porcion,1,8,1,6,1,9,CHORITOS,1 Porcion,1 Porcion,1 Porcion,8,6,9
CHOLGAS EN CONSERVA,Porcion,1,56,1,75,1,113,CHOLGAS EN CONSERVA,1 Porcion,1 Porcion,1 Porcion,56,75,113
CHORITOS EN CONSERVA,Porcion,1,56,1,75,1,113,CHORITOS EN CONSERVA,1 Porcion,1 Porcion,1 Porcion,56,75,113
"GONADAS, ERIZOS LENGUAS,Porcion,1,19,1,31,1,64,""GONADAS, ERIZOS LENGUAS"",1 Porcion,1 Porcion,1 Porcion,19,31,64"
CHORO MALTÓN,Porcion,1,30,1,50,1,105,CHORO MALTON,1 Porcion,1 Porcion,1 Porcion,30,50,105
MACHAS,Porcion,1,10,1,12,1,20,MACHAS,1 Porcion,1 Porcion,1 Porcion,10,12,20
OSTIONES,Porcion,1,12,1,18,1,24,OSTIONES,1 Porcion,1 Porcion,1 Porcion,12,18,24
CALAMAR PICADO,Porcion,1,20,1,40,1,60,CALAMAR PICADO,1 Porcion,1 Porcion,1 Porcion,20,40,60
CALAMAR ANILLOS,Porcion,1,10,1,15,1,20,CALAMAR ANILLOS,1 Porcion,1 Porcion,1 Porcion,10,15,20
JIBIA PICADA,unidad,1,40,1,80,1,120,JIBIA PICADA,1 unidad,1 unidad,1 unidad,40,80,120
JIBIA TROZO,Unidad,1,43,1,82,1,118,JIBIA TROZO,1 Unidad,1 Unidad,1 Unidad,43,82,118
COLITAS CAMARÓN,Porcion,1,60,1,90,1,120,COLITAS CAMARON,1 Porcion,1 Porcion,1 Porcion,60,90,120
CAMARÓN ENTERO,Porcion,1,7,1,10,1,13,CAMARON ENTERO,1 Porcion,1 Porcion,1 Porcion,7,10,13
PIURE,Porcion,1,9,1,13,1,24,PIURE,1 Porcion,1 Porcion,1 Porcion,9,13,24
PICOROCO,Porcion,1,12,1,17,1,27,PICOROCO,1 Porcion,1 Porcion,1 Porcion,12,17,27
ALMEJAS EN CONSERVA,Porcion,1,50,1,75,1,100,ALMEJAS EN CONSERVA,1 Porcion,1 Porcion,1 Porcion,50,75,100
MACHAS EN CONSERVA,Porcion,1,50,1,75,1,100,MACHAS EN CONSERVA,1 Porcion,1 Porcion,1 Porcion,50,75,100
ALMEJAS,Porcion,1,8,1,11,1,24,ALMEJAS,1 Porcion,1 Porcion,1 Porcion,8,11,24
SARDINA EN SALSA,Porcion,1,22.5,1,30,1,45,SARDINA EN SALSA,1 Porcion,1 Porcion,1 Porcion,22.5,30,45
CHORITOS EN ACEITE,Unidad,1,45,1,60,1,90,CHORITOS EN ACEITE,1 Unidad,1 Unidad,1 Unidad,45,60,90
CHOLGAS EN ACEITE,Unidad,1,45,1,60,1,90,CHOLGAS EN ACEITE,1 Unidad,1 Unidad,1 Unidad,45,60,90
SARDINA EN CONSERVA,Porcion,1,60,1,90,1,120,SARDINA EN CONSERVA,1 Porcion,1 Porcion,1 Porcion,60,90,120
ATÚN DESMENUZADO EN CONSERVA,Porcion,1,60,1,90,1,120,ATUN DESMENUZADO EN CONSERVA,1 Porcion,1 Porcion,1 Porcion,60,90,120
JAIBA,Porcion,1,45,1,60,1,90,JAIBA,1 Porcion,1 Porcion,1 Porcion,45,60,90
OSTRA,Porcion,1,45,1,60,1,90,OSTRA,1 Porcion,1 Porcion,1 Porcion,45,60,90
ALMEJAS,Porcion,1,60,1,70,1,120,ALMEJAS,1 Porcion,1 Porcion,1 Porcion,60,70,120
LOCOS,Unidad,1,45,1,60,1,90,LOCOS,1 Unidad,1 Unidad,1 Unidad,45,60,90
ACEITE DE OLIVA,cucharada( ml),1,5,2,10,4,20,ACEITE DE OLIVA,1 cucharada( ml),2 cucharada( ml),4 cucharada( ml),5,10,20
ACEITE DE COLZA,cucharada( ml),1,5,2,10,4,20,ACEITE DE COLZA,1 cucharada( ml),2 cucharada( ml),4 cucharada( ml),5,10,20
ACEITE DE CANOLA,cucharada( ml),1,5,2,10,4,20,ACEITE DE CANOLA,1 cucharada( ml),2 cucharada( ml),4 cucharada( ml),5,10,20
ACEITE DE COCO,cucharada( ml),1,5,2,10,4,20,ACEITE DE COCO,1 cucharada( ml),2 cucharada( ml),4 cucharada( ml),5,10,20
ACEITE DE SOJA,cucharada( ml),1,5,2,10,4,20,ACEITE DE SOJA,1 cucharada( ml),2 cucharada( ml),4 cucharada( ml),5,10,20
ACEITE PEPITA DE UVA,cucharada( ml),1,5,2,10,4,20,ACEITE PEPITA DE UVA,1 cucharada( ml),2 cucharada( ml),4 cucharada( ml),5,10,20
ACEITE DE MAÍZ,cucharada( ml),1,5,2,10,4,20,ACEITE DE MAÃZ,1 cucharada( ml),2 cucharada( ml),4 cucharada( ml),5,10,20
ACEITE DE MARAVILLA,cucharada( ml),1,5,2,10,4,20,ACEITE DE MARAVILLA,1 cucharada( ml),2 cucharada( ml),4 cucharada( ml),5,10,20
MARGARINA DIET,cucharada( ml),1,8,2,15,4,30,MARGARINA DIET,1 cucharada( ml),2 cucharada( ml),4 cucharada( ml),8,15,30
MARGARINA,cucharada( ml),1,5,2,10,4,15,MARGARINA,1 cucharada( ml),2 cucharada( ml),4 cucharada( ml),5,10,15
MAYONESA LIGHT,cucharada( ml),1,13.5,1.5,18,3,27,MAYONESA LIGHT,1 cucharada( ml),45413 cucharada( ml),3 cucharada( ml),13.5,18,27
CHÍA,cucharada( ml),0.5,9,1,12,2,18,CHÃA,0.5 cucharada( ml),1 cucharada( ml),2 cucharada( ml),9,12,18
LINAZA SEMILLA,cucharada( ml),0.5,9,1,12,2,18,LINAZA SEMILLA,0.5 cucharada( ml),1 cucharada( ml),2 cucharada( ml),9,12,18
ZAPALLO SEMILLA,cucharada( ml),0.5,10,1,8,2,12,ZAPALLO SEMILLA,0.5 cucharada( ml),1 cucharada( ml),2 cucharada( ml),10,8,12
NUEZ,Unidad,2.5,18.8,5,25,10,37.5,NUEZ,2.5 Unidad,5 Unidad,10 Unidad,18.8,25,37.5
ALMENDRA,Unidad,3,4.5,6,6,12,9,ALMENDRA,3 Unidad,6 Unidad,12 Unidad,4.5,6,9
ALMENDRAS SALADAS,cuharada,1,14,2,28,4,56,ALMENDRAS SALADAS,1 cuharada,2 cuharada,4 cuharada,14,28,56
AVELLANA,Unidad,4,3.8,7,5,12,7.5,AVELLANA,4 Unidad,7 Unidad,12 Unidad,3.8,5,7.5
MANI,Unidad,21,15,42,30,63,45,MANI,21 Unidad,42 Unidad,63 Unidad,15,30,45
MANI SALADO,cuharada,1,11,2,14,4,21,MANI SALADO,1 cuharada,2 cuharada,4 cuharada,11,14,21
PISTACHO,Unidad,24,15,48,30,72,45,PISTACHO,24 Unidad,48 Unidad,72 Unidad,15,30,45
ACEITUNA,Unidad,9,50,18,100,27,150,ACEITUNA,9 Unidad,18 Unidad,27 Unidad,50,100,150
ACEITUNA VERDE SIN CAROZO,Unidad,9,50,18,100,27,150,ACEITUNA VERDE SIN CAROZO,9 Unidad,18 Unidad,27 Unidad,50,100,150
PALTA ENTERA,Unidad,1,90,1,130,1,170,PALTA ENTERA,1 Unidad,1 Unidad,1 Unidad,90,130,170
PALTA MITAD,cucharada( ml),0.5,45,1,65,2,85,PALTA MITAD,0.5 cucharada( ml),1 cucharada( ml),2 cucharada( ml),45,65,85
PALTA MOLIDA,cucharada( ml),1,45,2,90,3,135,PALTA MOLIDA,1 cucharada( ml),2 cucharada( ml),3 cucharada( ml),45,90,135
PALTA REBANADAS,cucharada( ml),1,45,2,90,3,135,PALTA REBANADAS,1 cucharada( ml),2 cucharada( ml),3 cucharada( ml),45,90,135
CACAO SIN AZÚCAR,cucharada( ml),,,,,,,CACAO SIN AZUCAR,,,,,,
CASTAÑA DE CAJÚ,Unidad,11,15,22,30,33,45,CASTAÑA DE CAJU,11 Unidad,22 Unidad,33 Unidad,15,30,45
HIGOS SECOS,Unidad,2,24,4,48,6,72,HIGOS SECOS,2 Unidad,4 Unidad,6 Unidad,24,48,72
PASAS,Unidad,15,15,20,20,30,30,PASAS,15 Unidad,20 Unidad,30 Unidad,15,20,30
PERA DESECADA,rodelas,4,16,7,25,10,40,PERA DESECADA,4 rodelas,7 rodelas,10 rodelas,16,25,40
